timestamp,evento,consulta,latencia_segundos
2026-05-31 20:58:42,HIT,q4:zona_a=Z1&zona_b=Z1,0.0005
2026-05-31 20:58:42,HIT,q4:zona_a=Z2&zona_b=Z1,0.0008
2026-05-31 20:58:42,MISS,q1:zona_id=Z3&confidence_min=0.6,0.0160
2026-05-31 20:58:42,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0009
2026-05-31 20:58:42,HIT,q5:zona_id=Z1&bins=5,0.0007
2026-05-31 20:58:42,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0015
2026-05-31 20:58:42,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0012
2026-05-31 20:58:42,HIT,q2:zona_id=Z2&confidence_min=0.7,0.0006
2026-05-31 20:58:42,HIT,q2:zona_id=Z2&confidence_min=0.7,0.0006
2026-05-31 20:58:42,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0004
2026-05-31 20:58:42,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0005
2026-05-31 20:58:42,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0005
2026-05-31 20:58:43,HIT,q1:zona_id=Z3&confidence_min=0.6,0.0006
2026-05-31 20:58:44,HIT,q1:zona_id=Z2&confidence_min=0.6,0.0007
2026-05-31 20:58:45,HIT,q2:zona_id=Z2&confidence_min=0.7,0.0005
2026-05-31 20:58:46,MISS,q4:zona_a=Z5&zona_b=Z1,0.0278
2026-05-31 20:58:47,HIT,q5:zona_id=Z1&bins=5,0.0004
2026-05-31 20:58:49,HIT,q3:zona_id=Z1,0.0006
2026-05-31 20:58:49,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0007
2026-05-31 20:58:49,HIT,q3:zona_id=Z1,0.0005
2026-05-31 20:58:51,HIT,q4:zona_a=Z4&zona_b=Z1,0.0005
2026-05-31 20:58:51,HIT,q5:zona_id=Z5&bins=5,0.0004
2026-05-31 20:58:51,HIT,q5:zona_id=Z4&bins=5,0.0009
2026-05-31 20:58:51,HIT,q1:zona_id=Z2&confidence_min=0.6,0.0006
2026-05-31 20:58:52,HIT,q5:zona_id=Z3&bins=5,0.0007
2026-05-31 20:58:53,HIT,q3:zona_id=Z2,0.0011
2026-05-31 20:58:53,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0004
2026-05-31 20:58:53,HIT,q5:zona_id=Z3&bins=5,0.0005
2026-05-31 20:58:53,HIT,q3:zona_id=Z2,0.0006
2026-05-31 20:58:53,HIT,q4:zona_a=Z1&zona_b=Z1,0.0006
2026-05-31 20:58:53,HIT,q2:zona_id=Z2&confidence_min=0.7,0.0013
2026-05-31 20:58:53,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0004
2026-05-31 20:58:54,HIT,q5:zona_id=Z4&bins=5,0.0012
2026-05-31 20:58:54,HIT,q5:zona_id=Z3&bins=5,0.0017
2026-05-31 20:58:54,HIT,q2:zona_id=Z3&confidence_min=0.7,0.0012
2026-05-31 20:58:55,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0004
2026-05-31 20:58:55,HIT,q3:zona_id=Z1,0.0006
2026-05-31 20:58:55,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0005
2026-05-31 20:58:56,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0005
2026-05-31 20:58:56,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0013
2026-05-31 20:58:57,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0004
2026-05-31 20:58:57,HIT,q1:zona_id=Z3&confidence_min=0.6,0.0006
2026-05-31 20:58:58,HIT,q5:zona_id=Z2&bins=5,0.0005
2026-05-31 20:58:58,HIT,q3:zona_id=Z1,0.0008
2026-05-31 20:58:58,HIT,q3:zona_id=Z1,0.0011
2026-05-31 20:58:59,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0009
2026-05-31 20:58:59,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0014
2026-05-31 20:58:59,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0008
2026-05-31 20:58:59,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0006
2026-05-31 20:59:00,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0005
2026-05-31 20:59:00,HIT,q4:zona_a=Z1&zona_b=Z1,0.0019
2026-05-31 20:59:01,HIT,q4:zona_a=Z5&zona_b=Z1,0.0004
2026-05-31 20:59:01,HIT,q4:zona_a=Z3&zona_b=Z1,0.0004
2026-05-31 20:59:01,MISS,q1:zona_id=Z1&confidence_min=0.6,0.0149
2026-05-31 20:59:02,HIT,q5:zona_id=Z2&bins=5,0.0005
2026-05-31 20:59:02,MISS,q2:zona_id=Z5&confidence_min=0.7,0.0131
2026-05-31 20:59:02,HIT,q5:zona_id=Z4&bins=5,0.0005
2026-05-31 20:59:02,HIT,q5:zona_id=Z3&bins=5,0.0009
2026-05-31 20:59:02,HIT,q3:zona_id=Z1,0.0008
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0006
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0009
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0005
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0016
2026-05-31 20:59:02,HIT,q3:zona_id=Z4,0.0009
2026-05-31 20:59:02,MISS,q4:zona_a=Z2&zona_b=Z1,0.0147
2026-05-31 20:59:02,HIT,q4:zona_a=Z2&zona_b=Z1,0.0017
2026-05-31 20:59:02,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0007
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0005
2026-05-31 20:59:02,MISS,q1:zona_id=Z4&confidence_min=0.6,0.0120
2026-05-31 20:59:02,HIT,q2:zona_id=Z5&confidence_min=0.7,0.0005
2026-05-31 20:59:02,MISS,q5:zona_id=Z5&bins=5,0.0105
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0010
2026-05-31 20:59:02,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0004
2026-05-31 20:59:02,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0075
2026-05-31 20:59:03,HIT,q3:zona_id=Z1,0.0016
2026-05-31 20:59:03,HIT,q5:zona_id=Z4&bins=5,0.0007
2026-05-31 20:59:03,HIT,q3:zona_id=Z2,0.0005
2026-05-31 20:59:03,HIT,q3:zona_id=Z2,0.0004
2026-05-31 20:59:03,HIT,q4:zona_a=Z1&zona_b=Z1,0.0007
2026-05-31 20:59:03,HIT,q3:zona_id=Z5,0.0007
2026-05-31 20:59:03,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0015
2026-05-31 20:59:04,HIT,q4:zona_a=Z1&zona_b=Z1,0.0014
2026-05-31 20:59:04,HIT,q2:zona_id=Z1&confidence_min=0.7,0.0010
2026-05-31 20:59:04,HIT,q5:zona_id=Z5&bins=5,0.0010
2026-05-31 20:59:04,HIT,q1:zona_id=Z1&confidence_min=0.6,0.0009
